,,url,location,location extra,text,title,languageCode,publisher.name,publisher.site,reviewDate,claimDate,claimant,claimant_canonical_name,claimant_party,textualRating,reason,ratingsimp,T/F RQ1,is_politician_strict,rand_num
,3634,https://www.politifact.com/factchecks/2020/mar/02/amy-klobuchar/Klobuchar-misfires-Wisconsin-voter-claim/,Debate,Election Debate,While we are all sitting here debating; Wisconsin has kicked hundreds of thousands of people off of their voting rolls.',Klobuchar misfires with debate salvo on Wisconsin voter suppression,en,PolitiFact,politifact.com,,2020-02-25T00:00:00Z,Amy Klobuchar,Amy Klobuchar,Democratic,Mostly False,,3 Mostly False,False(ish),TRUE,434
,3920,https://www.politifact.com/factchecks/2020/may/01/rudy-giuliani/rudy-giuliani-wrong-about-us-policy-grant-amount-w/,Social Media,Twitter,Why did the US (NIH) in 2017 give $3.7m to the Wuhan Lab in China? Such grants were prohibited in 2014. Did Pres. Obama grant an exception?',Rudy Giuliani wrong about US policy; grant amount to Wuhan virus lab,en,PolitiFact,politifact.com,,2020-04-26T00:00:00Z,Rudy Giuliani,Rudy Giuliani,Republican,FALSE,,2 False,False(ish),TRUE,2391
,6581,https://www.politifact.com/factchecks/2019/jun/19/joe-biden/joe-biden-says-there-are-tax-breaks-racehorses-not/,Speech/Remarks,Campaign,Why should you get a break for racehorses and not get a break for child care?',Joe Biden says there are tax breaks for racehorses; not child care. That's misleading,en,PolitiFact,politifact.com,,2019-06-11T00:00:00Z,Joe Biden,Joe Biden,Democratic,Mostly False,,3 Mostly False,False(ish),TRUE,2132
,4227,http://www.politifact.com/factchecks/2016/may/02/bernie-s/sanders-its-not-impossible-get-enough-delegates-wi/,TV Appearance,CBS,Winning enough pledged delegates is 'not impossible.',Sanders: It's not impossible to get enough delegates to win,en,PolitiFact,politifact.com,2016-05-02T21:40:54Z,2016-05-01T00:00:00Z,Bernie Sanders,Bernie Sanders,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,825
,1591,http://www.politifact.com/factchecks/2017/nov/29/mahlon-mitchell/its-close-wisconsin-doesnt-have-fastest-shrinking-/,TV Appearance,Regional Station,Wisconsin has 'the fastest-shrinking middle class in the country.',Here comes that claim again: Does Wisconsin have the fastest-shrinking middle class in the country?,en,PolitiFact,politifact.com,2017-11-29T16:53:00Z,2017-11-19T00:00:00Z,Mahlon Mitchell,Mahlon Mitchell,Democratic,Mostly False,,3 Mostly False,False(ish),FALSE,1472
,5168,https://www.politifact.com/factchecks/2018/nov/30/dale-kooyenga/state-rep-dale-kooyenga-close-ranking-falters-ever/,Interview,,Wisconsin has 'the number one health care system in the country. Everyone in poverty now has health care',State Rep. Dale Kooyenga close on ranking but falters on 'everyone' has health care claim,en,PolitiFact,politifact.com,2018-11-30T16:55:57Z,2018-11-07T00:00:00Z,Dale Kooyenga,Dale Kooyenga,Republican,Half True,,4 Half True,True)ish,TRUE,1787
,3265,http://www.politifact.com/factchecks/2016/dec/09/sean-duffy/wisconsin-presidential-election-recount-only-dane-/,TV Appearance,FOX,Wisconsin has only one county; Dane; 'that's hand counting the votes' in the 2016 presidential recount.,In the Wisconsin presidential election recount; is only Dane County doing the recount by hand?,en,PolitiFact,politifact.com,2016-12-09T23:26:35Z,2016-12-01T00:00:00Z,Sean Duffy,Sean Duffy,Republican,Pants on Fire,,1 Pants On Fire,False(ish),TRUE,2486
,2382,http://www.politifact.com/factchecks/2018/jun/20/mike-mccabe/wisconsin-gubernatorial-candidate-mike-mccabe-says/,Interview,,Wisconsin is '49th in the country in internet speed.',Wisconsin gubernatorial candidate Mike McCabe says state's internet speed is almost dead last,en,PolitiFact,politifact.com,2018-06-20T14:05:48Z,2018-04-18T00:00:00Z,Mike McCabe,Mike McCabe,Democratic,Half True,,4 Half True,True)ish,FALSE,133
,5521,http://www.politifact.com/factchecks/2017/mar/17/dave-hansen/attacking-republicans-democratic-state-senator-say/,TV Appearance,Regional Station,Wisconsin is 'the most -- if not Number 1; number 2 -- gerrymandered state in the country' for state legislative boundaries.,Attacking Republicans; Democratic state senator says Wisconsin among most gerrymandered states,en,PolitiFact,politifact.com,2018-06-18T15:19:53Z,2017-03-05T00:00:00Z,Dave Hansen,Dave Hansen,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,305
,384,https://www.politifact.com/factchecks/2021/mar/16/lakeshia-myers/wisconsin-one-three-states-not-nine-where-17-year-/,Written Statement,Press Release,Wisconsin is one of only nine states in the nation in which 17 year-olds are automatically treated as adults in the criminal justice system.',Wisconsin is one of three states; not nine; where 17-year-olds are adults in justice system,en,PolitiFact,politifact.com,,2021-02-17T00:00:00Z,LaKeshia Myers,LaKeshia Myers,Democratic,Half True,,4 Half True,True)ish,TRUE,327
,4656,https://www.politifact.com/factchecks/2020/dec/15/tim-carpenter/wisconsin-one-few-states-ban-absentee-ballot-proce/,Written Statement,Press Release,Wisconsin is one of the few states that doesn’t allow absentee ballots to be processed before Election Day.',Wisconsin one of few states that ban absentee ballot processing before Election Day,en,PolitiFact,politifact.com,,2020-12-11T00:00:00Z,Tim Carpenter,Tim Carpenter,Democratic,TRUE,,6 True,True)ish,TRUE,2383
,2051,https://www.politifact.com/factchecks/2021/jan/20/rebecca-kleefisch/yes-wisconsin-vaccine-rollout-among-worst-midwest/,Social Media,Twitter,Wisconsin is second to last in the Midwest in our vaccination rate and the governor says he’s ‘satisfied.’',Yes; Wisconsin vaccine rollout among slowest in Midwest,en,PolitiFact,politifact.com,,2021-01-13T00:00:00Z,Rebecca Kleefisch,Rebecca Kleefisch,Republican,Mostly True,,5 Mostly True,True)ish,TRUE,2088
,2921,https://www.politifact.com/factchecks/2018/jul/23/kelda-helen-roys/gubernatorial-candidate-kelda-roys-falsely-attacks/,Public Event,,Wisconsin lost 'almost 4;000 manufacturing jobs in 2017.',Gubernatorial candidate Kelda Roys falsely attacks Scott Walker for loss in manufacturing jobs,en,PolitiFact,politifact.com,2018-07-23T14:25:04Z,2018-04-18T00:00:00Z,Kelda Helen Roys,Kelda Roys,Democratic,FALSE,,2 False,False(ish),TRUE,788
,4480,https://www.politifact.com/factchecks/2019/may/14/bernie-sanders/bernie-sanders-payday-loans-wisconsin/,Social Media,Twitter,Wisconsin payday loans have a 574% average annual interest rate; 'exploitative lending that keeps Americans trapped in debt',Bernie Sanders: 'Exploitative' payday loans in Wisconsin average 574% annual rate,en,PolitiFact,politifact.com,2019-05-16T21:28:14Z,2019-05-10T00:00:00Z,Bernie Sanders,Bernie Sanders,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,252
,1897,https://www.politifact.com/factchecks/2018/oct/22/tony-evers/attack-scott-walker-tony-evers-misleads-claiming-h/,Advertisement,,Wisconsin pays 50% more than Minnesota for the same health care.',In attack on Scott Walker; Tony Evers misleads in claiming health care costs 50% more in Wisconsin,en,PolitiFact,politifact.com,2018-10-22T21:00:47Z,2018-10-09T00:00:00Z,Tony Evers,Tony Evers,Democratic,Mostly False,,3 Mostly False,False(ish),TRUE,912
,1109,http://www.politifact.com/factchecks/2017/jan/13/scott-walker/scott-walker-says-wisconsin-property-taxes-percent/,Speech/Remarks,Unspecified,Wisconsin property taxes; as a percentage of personal income; 'are the lowest that they've been since the end of World War II.',Scott Walker says Wisconsin property taxes; as percentage of income; are lowest since end of WWII,en,PolitiFact,politifact.com,2017-01-13T16:41:07Z,2017-01-10T00:00:00Z,Scott Walker,Scott Walker (politician),Republican,TRUE,,6 True,True)ish,TRUE,1508
,6233,http://www.politifact.com/factchecks/2017/dec/06/gordon-hintz/recidivism-rate-wisconsins-lincoln-hills-youth-pri/,TV Appearance,Regional Station,Wisconsin's Lincoln Hills youth prison has a '66 percent recidivism rate;' while 'states like Missouri; that have more of a regional model -- 8 percent.',Recidivism rate at Wisconsin's Lincoln Hills youth prison for males is 66%; Missouri's is only 8%?,en,PolitiFact,politifact.com,2017-12-06T17:25:54Z,2017-11-21T00:00:00Z,Gordon Hintz,Gordon Hintz,Democratic,Mostly False,,3 Mostly False,False(ish),TRUE,228
,844,https://www.politifact.com/factchecks/2018/aug/10/josh-pade/democratic-candidate-wisconsin-governor-miscalcula/,TV Appearance,Regional Station,Wisconsin's still one of the highest-taxed states in the country.',Democratic candidate for Wisconsin governor miscalculates on tax claim,en,PolitiFact,politifact.com,2018-08-10T19:18:57Z,2018-06-01T00:00:00Z,Josh Pade,Josh Pade,Democratic,Mostly False,,3 Mostly False,False(ish),TRUE,1152
,1229,http://www.politifact.com/factchecks/2017/apr/13/scott-walker/possible-re-election-run-looms-scott-walker-says-w/,Interview,,Wisconsin’s economy is in the best shape it’s been since 2000.',As possible re-election run looms; Scott Walker says Wisconsin economy is best it's been since 2000,en,PolitiFact,politifact.com,2017-04-13T21:31:03Z,2017-03-23T00:00:00Z,Scott Walker,Scott Walker (politician),Republican,Half True,,4 Half True,True)ish,TRUE,2319
,6302,http://www.politifact.com/factchecks/2017/mar/10/tony-evers/tony-evers-says-graduation-rates-surpass-90-percen/,Social Media,Facebook,Wisconsin’s graduation rates have grown to over 90 percent' since Tony Evers became state school superintendent.,Tony Evers says graduation rates surpass 90 percent. Not so fast,en,PolitiFact,politifact.com,2017-03-10T15:39:41Z,2017-02-13T00:00:00Z,Tony Evers,Tony Evers,Democratic,Mostly False,,3 Mostly False,False(ish),TRUE,1625
,2401,http://www.politifact.com/factchecks/2017/jan/20/peter-barca/citing-old-data-wisconsin-lawmaker-says-states-mid/,Speech/Remarks,Press Event,Wisconsin’s middle class is the 'most diminished' in the United States.,Citing old data; Wisconsin lawmaker says the state's middle class is 'most diminished' in US,en,PolitiFact,politifact.com,2017-01-20T12:51:12Z,2017-01-10T00:00:00Z,Peter Barca,Peter W. Barca,Democratic,FALSE,,2 False,False(ish),TRUE,2153
,1298,http://www.politifact.com/factchecks/2016/feb/05/ted-strickland/job-losses-under-nafta-ohio-murky/,Social Media,Facebook,With 320;000 net Ohio manufacturing jobs lost; (Sen. Rob) Portman calls NAFTA a ‘proven success’.',Job losses under NAFTA in Ohio murky,en,PolitiFact,politifact.com,2016-10-13T21:13:56Z,2016-12-10T00:00:00Z,Ted Strickland,Ted Strickland,Democratic,Mostly False,,3 Mostly False,False(ish),TRUE,2158
,174,https://www.politifact.com/factchecks/2021/may/05/ron-johnson/johnson-falsely-claims-wisconsin-didnt-account-per/,Social Media,Twitter,With federal stimulus money for schools; 'no distinctions are being made between Wisconsin schools that remain closed to in-person learning; and those that have been re-opened for months.',Johnson falsely claims Wisconsin didn't account for in-person hours when allocating federal stimulus,en,PolitiFact,politifact.com,,2021-04-09T00:00:00Z,Ron Johnson,Ron Johnson (Wisconsin politician),Republican,Mostly False,,3 Mostly False,False(ish),TRUE,384
,4513,https://www.politifact.com/factchecks/2019/jul/22/bernie-sanders/do-studies-show-middle-class-families-would-save-3/,Speech/Remarks,Unspecified,With Medicare for All; 'study after study has shown that ... the average middle-class families will save $3;000 each and every year on their health care bills.',Do studies show middle-class families would save $3;000 a year under Medicare for All? Not really,en,PolitiFact,politifact.com,,2019-07-17T00:00:00Z,Bernie Sanders,Bernie Sanders,Democratic,Mostly False,,3 Mostly False,False(ish),TRUE,994
,6600,https://www.politifact.com/factchecks/2020/oct/14/mike-pence/fact-checking-mike-pences-historical-hurricane-cla/,Debate,Election Debate,With regard to hurricanes; the National Oceanic (and Atmospheric) Administration tells us that actually; as difficult as they are; there are no more hurricanes today than there were 100 years ago.',Fact-checking Mike Pence's historical hurricane claim,en,PolitiFact,politifact.com,,2020-10-07T00:00:00Z,Mike Pence,Mike Pence,Republican,Half True,,4 Half True,True)ish,TRUE,662
,6711,https://www.politifact.com/factchecks/2020/mar/06/mike-pence/pences-statement-about-insurance-coverage-coronavi/,Speech/Remarks,Press Event,With regard to the cost; let me be very clear: HHS has designated the coronavirus test as an essential health benefit. That means; by definition; it's covered in the private health insurance of every American; as well as covered by Medicare and Medicaid.',What's missing in Pence's statement about insurance coverage for coronavirus testing?,en,PolitiFact,politifact.com,,2020-03-04T00:00:00Z,Mike Pence,Mike Pence,Republican,Half True,,4 Half True,True)ish,TRUE,85
,5763,https://www.politifact.com/factchecks/2020/jun/01/roy-cooper/nc-governor-mostly-right-about-indoor-worship-and-/,Speech/Remarks,Press Event,With retail; people are moving around and you don’t have as much a chance to spread the virus (as you do) when people are sitting or standing indoors' for long periods of time.,NC governor mostly right about indoor worship and coronavirus,en,PolitiFact,politifact.com,,2020-05-12T00:00:00Z,Roy Cooper,Roy Cooper,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,1504
,3587,https://www.politifact.com/factchecks/2019/jan/09/elizabeth-warren/warren-overstates-share-tax-cuts-rich/,TV Appearance,MSNBC,With the Republican tax law; 'the rich folks got $1.5 trillion.',Warren overstates share of tax cuts for the rich,en,PolitiFact,politifact.com,2019-01-09T15:42:16Z,2019-01-02T00:00:00Z,Elizabeth Warren,Elizabeth Warren,Democratic,Half True,,4 Half True,True)ish,TRUE,457
,4084,https://www.politifact.com/factchecks/2018/oct/19/ted-cruz/ted-cruz-said-gop-tax-cut-led-higher-revenues-did-/,Debate,Election Debate,With the Republican-backed tax cut; 'we’re seeing the result; and to date; federal tax revenues have gone up.',Ted Cruz said GOP tax cut led to higher revenues. Did it?,en,PolitiFact,politifact.com,2018-10-19T16:22:38Z,2018-10-16T00:00:00Z,Ted Cruz,Ted Cruz,Republican,Half True,,4 Half True,True)ish,TRUE,1111
,5463,https://www.politifact.com/factchecks/2019/mar/05/sherrod-brown/do-70-benefits-trumps-tax-law-benefit-wealthiest-1/,Interview,,With the Trump tax law; '70 percent of the benefits went to the wealthiest 1 percent.',Do 70% of the benefits from Trump's tax law benefit the wealthiest 1%; as Sen. Sherrod Brown says?,en,PolitiFact,politifact.com,2019-03-05T23:00:06Z,2019-02-18T00:00:00Z,Sherrod Brown,Sherrod Brown,Democratic,Half True,,4 Half True,True)ish,TRUE,1850
,1581,http://www.politifact.com/factchecks/2017/nov/03/paul-ryan/would-house-gop-tax-plan-save-typical-family-1182/,Speech/Remarks,Unspecified,With this plan; the typical family of four will save $1;182 a year on their taxes.',Would the House GOP tax plan save a typical family $1;182?,en,PolitiFact,politifact.com,2017-11-04T20:17:20Z,2017-11-02T00:00:00Z,Paul Ryan,Paul Ryan,Republican,Half True,,4 Half True,True)ish,TRUE,1352
,6798,https://www.politifact.com/factchecks/2020/jan/21/tammy-baldwin/Trump-every-other-senate-impeachment-had-witnesses/,TV Appearance,Regional Station,Witnesses have been part of 'every other impeachment trial the Senate has ever had.',Yes; every past impeachment trial included witnesses. Baldwin hits mark with Trump-related claim,en,PolitiFact,politifact.com,,2020-01-19T00:00:00Z,Tammy Baldwin,Tammy Baldwin,Democratic,TRUE,,6 True,True)ish,TRUE,328
,675,http://www.politifact.com/factchecks/2017/oct/21/andrew-cuomo/state-birth-control-rule-doesnt-cover-all-insuranc/,Written Statement,,Women in our state will continue to have cost-free access to reproductive health care',State birth control rule doesn't cover all insurance plans in New York,en,PolitiFact,politifact.com,2017-10-23T16:22:38Z,2017-10-06T00:00:00Z,Andrew Cuomo,Andrew Cuomo,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,1119
